riblet_height,riblet_spacing,lotus_intensity,velocity,temperature,salinity,time,material,coating,aspect_ratio,multiscale_index,velocity_riblet_interact,solid_fraction_f,cos_theta_eff,effective_contact_angle,estimated_slip_length,durability,drag_reduction
0.22169951018709141,0.13775229731210178,0.6105156546977392,9.363502971184062,14.989972169155589,24.341020461667462,547.6392466395845,0,4,1.6093953067765505,0.5969805525369352,15.069577736811915,0.38323055054288585,-0.7478420172805669,138.40379095290413,0.22251950608624982,96.88844989683705,14.2130479516514
0.06350847872362635,0.10771604310861906,0.4674339628273545,23.767857660247905,17.623376759375706,23.322802405785083,817.9409691287781,1,2,0.5895861684541976,0.46446536083906237,14.013200130270313,0.6290945529379234,-0.5860684562233026,125.87850745866093,0.13580691425802752,89.4617067665022,10.826810924927766
0.11052551136726697,0.6239823532064809,0.8715988198911527,18.299848545285126,30.200063975671952,19.403847812571502,616.5574580380285,2,0,0.1771289423015957,0.8619654293635952,3.2414328171057494,0.8495246052184716,-0.44102992201703217,116.16961268990158,0.6769924968182536,93.74198849118102,6.008707785741338
0.2023513846887673,0.967810506368117,0.27518276078739057,14.966462104925915,13.22014473997644,30.181666752537197,92.13302592430526,2,1,0.20908140000125278,0.26961439951860994,3.129208849963607,0.8270741738306153,-0.4558018536438907,117.11653877858639,1.0641862052417286,99.21841425352156,6.024705597994523
0.1498059099120992,0.5275852435069878,0.5702851327991526,3.900466011060913,30.698439598801652,26.915604012715722,204.0247790412096,0,3,0.2839458226133886,0.5617419244763207,1.1075210300862532,0.7788490623105613,-0.4875330056099595,119.17856176077731,0.5978131956677775,99.39807936292657,7.8403529209896075
0.2241856012041192,0.09893946464233988,0.6601680119921781,3.8998630084050663,4.908436222230819,36.64252480810009,240.94503332982555,2,4,2.265863638446901,0.6453679957257586,8.83655778566918,0.30619772002347145,-0.7985280680649492,142.98977220097274,0.17880011547913116,99.28922865539921,13.84328236796648
0.2887502913546293,0.26015772327358333,0.7604515914763054,1.4520903042049866,27.634348427884813,15.802739512051456,283.1034934874603,1,4,1.1099004781437949,0.7384935296163179,1.6116757229450833,0.4739560042565418,-0.6881464962493419,133.48356648325674,0.3778914603017047,99.51135058752268,14.845403781904515
0.043798539437407275,0.28255326109498213,0.42557682434240574,21.654403644373378,29.9690718908063,31.096698188878158,619.5513107938517,1,2,0.155009304293182,0.423712860009945,3.356634043798062,0.8657938912552386,-0.43032505952236644,115.48819100237426,0.30366350374089995,92.6724416080408,5.4711301653624504
0.21577463775543768,0.37096427268010246,0.6495375261259853,15.02787529358022,7.9999825436321785,34.07372196278903,552.3385631289805,1,1,0.5816572429988842,0.6355221536851454,8.741072511394918,0.6322482348349765,-0.5839933970606832,125.73190991833496,0.4665387549998234,95.29742391360222,10.255069650730093
0.0767998051333132,0.091423214406902,0.34256117710742623,17.70181444490114,16.201435568282612,33.98716422970767,223.25708197044457,1,1,0.8400379005883507,0.33993031394261736,14.870195042899294,0.5434670664556697,-0.6424096175062792,129.9717341780376,0.1240135906301876,97.8007151987541,12.742847286931656
0.13019825094819507,0.9096480654730205,0.44838087388945624,0.5146123573950612,7.461492563900635,37.15184917738813,74.90499874052166,2,4,0.1431301981061142,0.4425430333355532,0.07365656866180954,0.8747909920118936,-0.4244051484560182,115.11301705880791,0.9725698110052491,99.90582148226821,4.787676264550024
0.01953019048059055,0.5397857474854205,0.8165017049627193,24.24774630404986,25.317936256809187,33.225843570737354,188.54683169534158,0,4,0.036181307843461,0.8149070615801545,0.8773151735369715,0.9650820685824155,-0.36499543883517505,111.4073020023174,0.5494634996779179,97.52553529761414,3.375021156801112
0.049413140864882694,0.6873842533064036,0.8599260874647635,20.811066020010543,19.66647634603467,38.195251541192405,1077.913156004752,0,2,0.07188565746384534,0.8556769225754352,1.496017163371949,0.9329353304027487,-0.38614734501517944,112.71498732955567,0.7116613158783492,87.70582591726884,3.7067476666270207
0.1027354138241809,0.11381419505025853,0.6750538775418118,5.308477766956904,22.965670441374595,23.316414995522287,513.5903630718707,0,2,0.9026511247361566,0.6681186835955242,4.79170342698053,0.5255824291690214,-0.6541773485848204,130.85730156525355,0.15699123763933312,98.12321812508296,13.764875032597441
0.10917588353351562,0.10140969441346692,0.399481512620948,4.545624180177516,8.484069909554968,27.580235418788575,949.875982144111,1,3,1.0765716985270688,0.3951201379113783,4.893690344519423,0.48156295335687627,-0.6831412769705749,133.08960387555464,0.14613435046376175,96.89123440155382,12.982588751222503
0.27087971277400774,0.6071443834385198,0.7560462319797313,4.585112746335845,8.987613447729844,15.351991582072268,929.5351985357146,2,0,0.4461529646159902,0.7355664733634772,2.045661644876302,0.6914897832163548,-0.5450136515475384,123.02559653549622,0.7301272803577357,96.93945295797732,9.275733758309386
0.22512574368728938,0.8929312099789977,0.12069366538033616,7.606056073988443,3.36941174182691,15.17393968258228,560.6023958643839,2,2,0.25211963592688014,0.11797654026262686,1.9176360882134014,0.798645729455198,-0.4745071973995021,118.32726855083934,0.9991724020786542,97.30741097505724,6.471394015555144
0.2919330607742419,0.5520579009115697,0.18219672843153686,13.118910790805947,12.628228661459081,21.003165511287996,774.1163530558346,2,0,0.528807814333211,0.17687780357212968,6.93738254171847,0.6541044535647861,-0.5696124453934002,124.7232048132246,0.6825909716398887,94.1481019582224,10.188236254292491
0.18373073799721976,0.883928213941568,0.6290989891002889,10.798625466052894,20.471573824011273,17.52017992847713,211.87069939150723,2,4,0.20785684543441874,0.6175405069462189,2.2445682244015344,0.8279126816889788,-0.4552501323634244,117.08102933871481,0.9714584975099398,98.6441731356287,6.372904571631849
0.0800969823064822,0.8204417094024774,0.33299886021604597,7.280728504951048,30.31185216191185,21.50528419839384,754.1059951900377,2,3,0.09762653917031727,0.33033163983456565,0.710792326577049,0.91105668851255,-0.4005430506703215,113.61213158606317,0.8595567900869431,96.50067349734267,4.653592545576849
0.10501995867727641,0.12206109650517472,0.8611089747203823,15.296322368059487,24.008605766136462,19.426082363209936,298.98872971403875,2,3,0.8603814098246639,0.8520656118262057,13.160671404163564,0.5375241844059533,-0.646319914185584,130.26471038388073,0.16648598127391154,97.41429727322469,13.716425963693801
0.10275241775467044,0.24185960066640538,0.44884848967384383,3.487346516301046,16.3680786721918,15.713000620966206,911.2759338490409,0,3,0.4248414891534784,0.4442364629218919,1.4815694871795315,0.7018324547765074,-0.5382083819967596,122.56175873475239,0.28869953832639783,97.49975658950224,9.381182728833291
0.10468335502234295,0.6748251356975754,0.4434918563113416,7.303616213380454,33.45296377500655,37.732603660151234,92.59420162114745,1,1,0.15512640884030163,0.4388492347669658,1.1329837547295118,0.8657061186956655,-0.43038281209853435,115.4918568101314,0.7252797306017158,99.56926954226624,5.646685315972988
