riblet_height,riblet_spacing,lotus_intensity,velocity,temperature,salinity,time,material,coating,drag_reduction,biofouling,hydrophobicity,durability,aspect_ratio,multiscale_index,velocity_riblet_interact,composite_performance,drag_reduction_clipped,is_shs,better_than_painting,design_category,solid_fraction_f,cos_theta_eff,effective_contact_angle,estimated_slip_length
0.1186166344657351,0.9531785910894204,0.7319939418114051,7.384572568265921,6.240745617697461,14.67983561008608,64.54347171201022,0,3,11.205575239026755,-39.05547818427535,72.11090868203242,-525.4785495049712,0.1244432424045152,0.7845476119687623,0.8759331450156934,0.5186594521463257,11.205575239026755,0,0,Multi-scale,0.36854225355537773,-0.7268435005897562,136.62242216668812,1.7133930786846356
0.2821802856145675,0.0507398275489636,0.9922115592912176,7.60103736071874,24.46612641953124,10.211989156591525,26.23029299530884,2,2,335.64924773459785,-52.81915146902954,94.772088448345,97.69607049417075,5.561317395930551,0.3303271846013958,2.1448628934146123,0.9756816587769692,103.18362300201176,1,1,Multi-scale,0.03143130260623178,-0.9767037171206415,167.60839130641457,30.81541702321091
0.1209139774674771,0.9840693415164488,0.4667628932479799,10.389314677467686,27.212301543511188,23.51497755908629,15.511867508893982,0,3,7.474563134384922,-21.5259686076724,42.792214285125766,-528.3032932690495,0.1228713997746834,0.5157652109596927,1.256213360813857,0.4055104852844227,7.474563134384922,0,0,Shark-like,0.5580244412025707,-0.5864029118133465,125.90216124801675,0.7920362015773894
0.18689903075696,0.8415351661493561,0.173364653507772,4.997196987092269,7.289443511522493,32.66084230952957,466.1205266934217,1,1,14.401508750258069,10.114979833362918,15.526005324621192,-446.39732168415134,0.2220929537765615,0.1782941382022072,0.9339712733891458,0.2881667647529796,14.401508750258069,0,0,Shark-like,0.704781313509854,-0.4776295130588668,118.53069588992605,0.4188798437630801
0.1245935684405261,0.9303259225041044,0.7272719958564209,4.255218841267107,22.817758976215977,25.62502780077471,1052.522194638188,0,4,11.284958402912713,2.221678015400426,65.47029159567619,-652.6417737981415,0.1339246445000315,0.7672134036471409,0.5301728999288294,0.3731228971342001,11.284958402912713,0,0,Multi-scale,0.36879205804654475,-0.7266583502584554,136.6069784106328,1.7115551384075394
0.167381864115892,0.1838780137260245,0.8021969807540397,1.3573324023173643,39.47547746402069,33.16734307889972,218.3949555983846,2,2,56.43249833443159,-35.350865869198046,73.27668775745377,103.91098380519576,0.9102875364168797,0.2817796134648182,0.2271928277247823,0.6827773749992982,56.43249833443159,0,1,Multi-scale,0.18753324228284632,-0.8610039324097797,149.42949191910873,4.33238794267607
0.2786272547688712,0.6685231742268473,0.9149596755437808,10.275443644582692,17.978026965528137,12.86230349471234,406.6751679049034,1,4,30.74200661439407,-30.546708502710068,87.75634191811179,-271.989401306324,0.4167802486295348,0.8666044492050753,2.86301865422232,0.6025191502055296,30.74200661439407,1,1,Multi-scale,0.18918407411752497,-0.8597803672941774,149.29193148225357,4.285857198417134
0.0446823313221074,0.7275825478618453,0.7607850486168974,6.954687772049207,30.83868719818244,24.81386789093172,572.8697153439015,2,1,6.640686811003696,-18.10496578734093,70.09428897512426,-205.96270674380267,0.0614120438339482,0.5875275736550859,0.3107516632725116,0.5286873156643244,6.640686811003696,0,0,Lotus-like,0.3687276429357248,-0.7267060935118028,136.61096034862584,1.7120288352623354
0.2731942774385669,0.2868276176914311,0.4103829230356297,9.18883809324506,9.1519266196649,12.309397294863787,317.9880894876622,1,3,62.65425162402063,-8.673289223646556,38.14838657209592,-148.46019770065988,0.9524685232105824,0.2298234222874014,2.510337983384063,0.4862590610293967,62.65425162402063,0,1,Shark-like,0.34402278632742456,-0.745016862723348,138.16054732913156,1.9067842007658395
0.2688421095620935,0.5623751298198683,0.8074401551640625,10.805049949120171,12.720138998874557,13.301557735830302,250.3610678208842,1,0,33.597068566351965,-33.22501995214546,78.21021462991627,-650.7037614001252,0.4780476505925947,0.6711581767416148,2.904852422245258,0.5066946465531719,33.597068566351965,0,0,Multi-scale,0.23953752487397906,-0.8224593485801255,145.33174718768763,3.1747112504652497
0.1310491909131459,0.2610024199471937,0.1198653673336828,4.382574471141721,37.71638815650077,19.696087960622656,568.5569401872425,0,3,32.39398660803224,17.526203976512285,0.6057166714700437,-525.0795416263477,0.5020995243632604,0.0469934103495366,0.5743328385597308,0.2318208520973508,32.39398660803224,0,0,Shark-like,0.6018960072011905,-0.5538861426336417,123.63402927714417,0.6614165703640209
0.0926037433694656,0.0850425999868061,0.6095643339798968,6.280808767131907,2.059150049999574,18.359393927098346,994.6428792475192,2,1,62.848641079888345,9.64929630339272,64.86206043471597,-196.30466486985168,1.088910068410803,0.1082868749719298,0.5816264032241727,0.4906314068317214,62.848641079888345,0,0,Shark-like,0.24527074696225,-0.8182099935581015,144.9060065984089,3.077127062176361
0.0334474646364874,0.4011717332583342,0.2421599382774258,9.736107198368805,18.812025377841536,39.50269422684529,437.313940034341,2,0,8.953095143013217,3.134001515310765,22.032934361675625,-398.7055316102108,0.0833744301095833,0.1052473581363943,0.325648101214491,0.326739196945796,8.953095143013217,0,0,Standard,0.7442228900459695,-0.4483961676991667,116.64083020904852,0.3436834762475951
0.1045280825085465,0.2592289951872709,0.7111495324380178,9.809262030606726,13.946639491669174,12.885296532742622,1029.9324513516267,2,1,29.08117875953688,4.61309160261965,66.65046256194171,-197.9684418032537,0.4032268166338177,0.2586856757244002,1.0253433508832124,0.4823786930232968,29.08117875953688,0,0,Multi-scale,0.30720648218774693,-0.7723044061813903,140.5612759033835,2.255139647049692
0.1670199124099941,0.7109951793778281,0.2285500217972996,2.511981661603266,39.28673373317742,25.499076738130427,286.34711726446744,0,3,17.100346995040898,0.8770587630036667,13.794860941951026,-527.5398430705944,0.2349100489769122,0.2006703683664648,0.4195509570964889,0.291419737203577,17.100346995040898,0,0,Shark-like,0.6617161980657247,-0.5095485564465168,120.63376399251614,0.5112218847341492
0.2131037706921036,0.8543280851263906,0.8563242918780924,5.151843461905186,35.510803950438394,35.52785346302538,1024.5846836777166,1,3,13.32752615171474,-2.0013050315116847,76.55950480347019,-153.28182122720537,0.249440202660055,0.91406782806189,1.0978772677474558,0.5195971617767061,13.32752615171474,0,1,Multi-scale,0.25206533760240657,-0.8131739723792928,144.40720649945106,2.9672253611376855
0.1508279885400057,0.4760029358369349,0.9944574626108208,2.523140405789472,0.7230145446208347,24.81681145550304,196.6320438881337,2,2,21.665150610786974,-42.5182660573132,98.81036712015216,97.73879150692753,0.3168635678156302,0.6233566905418877,0.3805601922092398,0.7317321335689079,21.665150610786974,1,1,Multi-scale,0.1552431359692422,-0.8849367442410379,152.2437380303451,5.441508629393616
0.0869086866277003,0.2817901612101294,0.9730105547524456,5.020623833667745,35.681862207084535,28.934158779917887,870.5235660745634,1,0,19.983849843954417,-11.60516049341184,91.41601772935766,-652.5714726692486,0.3084163274348424,0.3587478704712742,0.4363358234357933,0.4724356460807133,19.983849843954417,1,0,Multi-scale,0.1693585990572855,-0.8744746318306218,150.9828593323344,4.904630798591752
0.0914239851078481,0.0731001681098811,0.6454722959071678,2.536772813181063,37.61834337411657,38.617857310077625,1001.8616429011706,2,3,77.00019193481194,6.328739063263899,55.32997347975666,95.4554583259424,1.250667234724049,0.1061957829096303,0.2319218798942594,0.5515690460508595,77.00019193481194,0,0,Shark-like,0.21487946143827075,-0.8407354355833264,147.21786147273943,3.6537719021939834
0.2568296347398884,0.3510759048984637,0.1694927466860925,6.903214518271027,37.44619096643124,30.88089390024919,624.6469200777652,1,1,44.94368940361501,15.350655824502253,11.22571179634178,-451.34791315828727,0.7315501609663794,0.1030355796389955,1.7729500632586426,0.286465315557944,44.94368940361501,0,0,Shark-like,0.49920921850089545,-0.629995634737882,129.04980047577084,1.0031681366040446
0.0496201861181883,0.7234654470646127,0.5528199769079077,3.9098666519496814,16.79123425785106,17.68620830783374,669.9959996870545,1,0,3.312618243338637,-1.7578062401771517,51.59313161011343,-652.0615255259974,0.0685868085608195,0.4273771818839513,0.194008310967041,0.3460451167920569,3.312618243338637,0,0,Standard,0.521945446083924,-0.6131439758671264,127.8171817199278,0.9159090427990997
0.0247228740014251,0.8922862915031269,0.0276167718737047,7.156946298336925,17.53896492072348,30.16078405885598,359.9990182173567,1,4,4.82488410866041,14.29223764058198,-0.037276626534901,-280.6409377653577,0.0277073336628062,0.0253248329298355,0.1769402815687495,0.2720214451881715,4.82488410866041,0,0,Standard,0.951541893756584,-0.2947352705605394,107.1416637194449,0.0509258778424444
