riblet_height,riblet_spacing,lotus_intensity,velocity,temperature,salinity,time,material,coating,drag_reduction,biofouling,hydrophobicity,durability
0.11861663446573512,0.9531785910894204,0.7319939418114051,7.384572568265921,6.240745617697461,14.67983561008608,64.54347171201022,0,3,11.205575239026757,-39.05547818427535,72.11090868203242,-525.4785495049712
0.28218028561456754,0.05073982754896361,0.9922115592912175,7.60103736071874,24.466126419531236,10.211989156591523,26.230292995308837,2,2,335.64924773459785,-52.81915146902954,94.77208844834499,97.69607049417077
0.12091397746747719,0.9840693415164488,0.4667628932479799,10.389314677467686,27.212301543511188,23.51497755908629,15.511867508893982,0,3,7.474563134384922,-21.5259686076724,42.792214285125766,-528.3032932690495
0.18689903075696007,0.8415351661493561,0.17336465350777208,4.997196987092269,7.289443511522493,32.66084230952957,466.1205266934217,1,1,14.401508750258067,10.114979833362918,15.526005324621192,-446.39732168415134
0.12459356844052617,0.9303259225041045,0.7272719958564209,4.255218841267107,22.817758976215977,25.62502780077471,1052.522194638188,0,4,11.284958402912713,2.221678015400426,65.47029159567619,-652.6417737981415
0.16738186411589207,0.18387801372602453,0.8021969807540397,1.3573324023173645,39.47547746402069,33.16734307889972,218.3949555983846,2,2,56.43249833443159,-35.350865869198046,73.27668775745377,103.91098380519576
0.2786272547688712,0.6685231742268473,0.9149596755437808,10.275443644582692,17.978026965528137,12.86230349471234,406.6751679049034,1,4,30.74200661439407,-30.546708502710068,87.75634191811179,-271.989401306324
0.04468233132210749,0.7275825478618453,0.7607850486168974,6.954687772049207,30.83868719818244,24.81386789093172,572.8697153439015,2,1,6.640686811003696,-18.10496578734093,70.09428897512426,-205.96270674380267
0.27319427743856695,0.28682761769143117,0.41038292303562973,9.18883809324506,9.151926619664899,12.309397294863789,317.9880894876622,1,3,62.65425162402063,-8.673289223646556,38.148386572095916,-148.46019770065988
0.26884210956209353,0.5623751298198683,0.8074401551640625,10.805049949120173,12.720138998874555,13.301557735830302,250.3610678208842,1,0,33.597068566351965,-33.22501995214546,78.21021462991627,-650.7037614001252
0.1310491909131459,0.26100241994719375,0.1198653673336828,4.382574471141721,37.71638815650077,19.696087960622656,568.5569401872425,0,3,32.39398660803224,17.526203976512285,0.6057166714700437,-525.0795416263477
0.0926037433694656,0.08504259998680616,0.6095643339798968,6.280808767131907,2.059150049999574,18.359393927098346,994.6428792475191,2,1,62.848641079888345,9.64929630339272,64.86206043471597,-196.30466486985168
0.03344746463648742,0.4011717332583342,0.24215993827742588,9.736107198368803,18.812025377841536,39.50269422684529,437.31394003434104,2,0,8.953095143013217,3.134001515310765,22.032934361675625,-398.70553161021076
0.10452808250854656,0.2592289951872709,0.7111495324380178,9.809262030606726,13.946639491669174,12.885296532742622,1029.9324513516267,2,1,29.081178759536876,4.61309160261965,66.65046256194171,-197.9684418032537
0.1670199124099941,0.7109951793778281,0.22855002179729966,2.511981661603266,39.28673373317742,25.499076738130427,286.34711726446744,0,3,17.100346995040898,0.8770587630036667,13.794860941951026,-527.5398430705944
0.21310377069210368,0.8543280851263906,0.8563242918780924,5.151843461905186,35.510803950438394,35.52785346302538,1024.5846836777166,1,3,13.32752615171474,-2.0013050315116847,76.55950480347019,-153.28182122720537
0.1508279885400057,0.4760029358369349,0.9944574626108207,2.523140405789472,0.7230145446208347,24.81681145550304,196.63204388813372,2,2,21.665150610786974,-42.5182660573132,98.81036712015215,97.73879150692753
0.08690868662770036,0.2817901612101294,0.9730105547524456,5.020623833667745,35.681862207084535,28.934158779917887,870.5235660745634,1,0,19.983849843954417,-11.60516049341184,91.41601772935766,-652.5714726692486
0.09142398510784817,0.07310016810988115,0.6454722959071678,2.536772813181063,37.61834337411657,38.617857310077625,1001.8616429011706,2,3,77.00019193481194,6.328739063263899,55.32997347975666,95.4554583259424
0.25682963473988846,0.35107590489846374,0.1694927466860925,6.903214518271027,37.44619096643124,30.88089390024919,624.6469200777652,1,1,44.94368940361501,15.350655824502251,11.22571179634178,-451.34791315828727
0.04962018611818836,0.7234654470646127,0.5528199769079077,3.9098666519496827,16.79123425785106,17.68620830783374,669.9959996870545,1,0,3.312618243338637,-1.7578062401771515,51.59313161011343,-652.0615255259974
0.02472287400142511,0.8922862915031269,0.027616771873704704,7.156946298336925,17.53896492072348,30.16078405885598,359.9990182173567,1,4,4.82488410866041,14.292237640581979,-0.03727662653490105,-280.6409377653577
0.10472886012085185,0.8364755535982092,0.2715429158197419,11.600396049493853,18.290606464549143,35.26069225035944,213.6517571903911,1,2,14.879172545726743,-3.4773260883167474,23.52645684558409,-148.67377794939975
0.10365737715296132,0.8054268850302685,0.2708322512620742,5.548171338114815,3.1382552536906383,10.760522302463725,1054.13736565765,2,0,9.204279785591705,27.89348262074607,26.224627255621833,-397.50487426907233
0.07953833415564693,0.13917962557722716,0.18286599710730733,11.248060969406662,25.530823753734015,25.500887722797,719.8797933791825,0,4,35.74902159632617,19.045036215600856,15.714257258357176,-652.1230083968564
0.014174111702629201,0.16026900848157044,0.04600264202175275,0.9683812266681566,34.21842336044029,31.109735781400712,519.7461690215338,1,1,-0.7888450262358448,17.859673583437598,-2.7485567726991045,-453.7433495458945
0.1255663729752383,0.6350575931496056,0.6350936508676438,1.020996112378512,14.984504585058849,28.77579747142709,551.4310668866159,0,4,14.217108685733965,-8.75890735785988,61.200600432556655,-647.221302371345
0.24227529545789592,0.6933099252638326,0.5733670416719333,1.977754062189967,32.44816706944012,34.61918427231866,685.7779990911207,0,0,19.468013555675086,-1.2556063969259648,49.08091343634624,-1027.0981341451895
0.11940513413611299,0.08701497569472194,0.6182538843378929,4.370373471220354,26.228905415229686,21.56189862896695,746.6853538562319,1,1,84.02455609748907,-6.351293241186546,54.49368456353764,-446.0205849950428
0.2816279640381551,0.08722701034186395,0.41794603171557876,11.627176342482846,21.918875329923495,22.704128269243554,622.9611904224544,2,0,197.1388631485035,3.808663632125495,38.3951101734465,-404.5823578775031
0.26146381609081937,0.583773357536585,0.23859685979034018,8.318214968852827,29.596350417894982,17.147084572119383,414.23540147686657,0,3,29.154013702444367,6.575706950147186,17.461966299715513,-522.4380758667965
0.013142918929286524,0.9101128775983005,0.09128667678613356,4.172106832289771,38.0024786820322,38.51821440812668,628.341049606875,2,4,2.939115271071458,20.413840039510163,-1.3531335354067178,-24.1920470372425
0.28439641743569016,0.7922312479476424,0.11346460201744801,11.205684715403866,38.96992834137641,39.877937260909874,62.12304321702095,2,4,24.370146523484273,-2.4317464701253,4.378337442020767,-26.691173658412037
0.1892832383617157,0.14606654231665073,0.08410680611499743,8.56114501177988,2.910520254567741,34.65580177871068,773.6289965092069,0,4,78.27995215919302,24.284789618501552,6.391688118081323,-650.6403414551356
0.23537260561895665,0.5804840372490148,0.4242220092469763,10.923075428589463,4.447899292246054,24.778753128725775,13.420887375556461,1,1,30.40166408347768,-20.629684063609535,42.64200665469568,-447.8004799057669
0.2075014338581036,0.2756311477278464,0.40022289287202484,5.993721245122618,3.315652867734169,25.851103638916275,478.3513997775722,1,3,47.65791297345474,-1.4833523057590465,38.824357437888885,-150.31152335228995
0.2781465657648428,0.9231599295147265,0.2529901679892411,8.497227915726446,3.0173818835907706,14.986462957277588,238.1891626056214,2,0,23.877595824529738,-0.36446643904249987,24.473676550946937,-397.0710726205566
